millis,frequency
18824659,0.025869
18825659,0.025869
18826659,0.025869
18827659,0.025869
18828659,0.025869
18829659,0.025869
18830659,0.025869
18831659,0.025869
18832659,0.025869
18833660,0.025869
18834660,0.025869
18835660,0.025869
18836660,0.025869
18837660,0.025869
18838660,0.025869
18839660,0.025869
18840660,0.025869
18841660,0.025869
18842660,0.025869
18843660,0.025869
18844660,0.031515
18845660,0.031515
18846660,0.031515
18847660,0.031515
18848660,0.031515
18849660,0.031515
18850660,0.031515
18851660,0.031515
18852660,0.031515
18853660,0.031515
18854660,0.031515
18855660,0.031515
18856660,0.031515
18857660,0.031515
18858660,0.031515
18859660,0.031515
18860660,0.031515
18861660,0.031515
18862660,0.031515
18863660,0.031515
18864660,0.031515
18865660,0.031515
18866660,0.031515
18867660,0.031515
18868660,0.031515
18869660,0.031515
18870660,0.031515
18871660,0.031515
18872660,0.031515
18873660,0.031515
18874660,0.031515
18875660,0
18876660,0
18877660,0
18878660,0
18879660,0
18880660,0.027832
18881660,0.027832
18882660,0.027832
18883660,0.027832
18884660,0.027832
18885660,0.027832
18886660,0.027832
18887660,0.027832
18888660,0.027832
18889660,0.027832
18890660,0.027832
18891660,0.027832
18892660,0.027832
18893660,0.027832
18894660,0.027832
18895660,0.027832
18896660,0.027832
18897660,0.027832
18898660,0.027832
18899660,0.027832
18900660,0.027832
18901660,0.027832
18902660,0.027832
18903660,0.027832
18904660,0.027832
18905660,0.038671
18906660,0.038671
18907660,0.038671
18908660,0.038671
18909660,0.038671
18910660,0.038671
18911660,0.038671
18912660,0.038671
18913660,0.038671
18914660,0.038671
18915660,0.038671
18916660,0.038671
18917660,0.038671
18918660,0.038671
18919660,0.038671
18920660,0.038671
18921660,0.038671
18922660,0.038671
18923660,0.038671
18924660,0.038671
18925660,0.038671
18926660,0.038671
18927660,0.038671
18928660,0.038671
18929660,0.038671
18930660,0.038671
18931660,0.038769
18932660,0.038769
18933660,0.038769
18934660,0.038769
18935660,0.038769
18936660,0.038769
18937660,0.038769
18938660,0.038769
18939660,0.038769
18940660,0.038769
18941660,0.038769
18942660,0.038769
18943660,0.038769
18944660,0.038769
18945660,0.038769
18946660,0.038769
18947660,0.038769
18948660,0.038769
18949660,0.038769
18950660,0.038769
18951660,0.038769
18952660,0.038769
18953660,0.038769
18954660,0.038769
18955660,0.038769
18956660,0.038769
18957660,0
18958660,0
18959660,0
18960660,0
18961660,0
18962660,0
18963660,0
18964660,0
18965660,0
18966660,0.028933
18967660,0.028933
18968660,0.028933
18969660,0.028933
18970660,0.028933
18971660,0.028933
18972660,0.028933
18973660,0.028933
18974660,0.028933
18975660,0.028933
18976660,0.028933
18977660,0.028933
18978660,0.028933
18979660,0.028933
18980660,0.028933
18981660,0.028933
18982660,0.028933
18983660,0.028933
18984660,0.028933
18985660,0.028933
18986660,0.028933
18987660,0.028933
18988660,0.028933
18989660,0.028933
18990660,0.028933
18991660,0.028933
18992660,0.028933
18993660,0.028933
18994660,0.028933
18995660,0.028933
18996660,0.033315
18997660,0.033315
18998660,0.033315
18999660,0.033315
19000660,0.033315
19001660,0.033315
19002660,0.033315
19003660,0.033315
19004660,0.033315
19005660,0.033315
19006660,0.033315
19007660,0.033315
19008660,0.033315
19009660,0.033315
19010660,0.033315
19011660,0.033315
19012660,0.033315
19013660,0.033315
19014660,0.033315
19015660,0.033315
19016660,0.033315
19017660,0.033315
19018660,0.033315
19019660,0.033315
19020660,0.033315
19021660,0.033315
19022660,0.033315
19023660,0.033315
19024660,0.033315
19025660,0.034737
19026660,0.034737
19027660,0.034737
19028660,0.034737
19029660,0.034737
19030660,0.034737
19031660,0.034737
19032660,0.034737
19033660,0.034737
19034660,0.034737
19035660,0.034737
19036660,0.034737
19037660,0.034737
19038660,0.034737
19039660,0.034737
19040660,0.034737
19041660,0.034737
19042660,0.034737
19043660,0.034737
19044660,0.034737
19045660,0.034737
19046660,0.034737
19047660,0.034737
19048660,0.034737
19049660,0.034737
19050660,0.034737
19051660,0.034737
19052660,0.036858
19053660,0.036858
19054660,0.036858
19055660,0.036858
19056660,0.036858
19057660,0.036858
19058660,0.036858
19059660,0.036858
19060660,0.036858
19061660,0.036858
19062660,0.036858
19063660,0.036858
19064660,0.036858
19065660,0.036858
19066660,0.036858
19067660,0.036858
19068660,0.036858
19069660,0.036858
19070660,0.036858
19071660,0.036858
19072660,0.036858
19073660,0.036858
19074660,0.036858
19075660,0.036858
19076660,0.036858
19077660,0.036858
19078660,0.036858
19079660,0
19080660,0.035647
19081660,0.035647
19082660,0.035647
19083660,0.035647
19084660,0.035647
19085660,0.035647
19086660,0.035647
19087660,0.035647
19088660,0.035647
19089660,0.035647
19090660,0.035647
19091660,0.035647
19092660,0.035647
19093660,0.035647
19094660,0.035647
19095660,0.035647
19096660,0.035647
19097660,0.035647
19098660,0.035647
19099660,0.035647
19100660,0.035647
19101660,0.035647
19102660,0.035647
19103660,0.035647
19104660,0.035647
19105660,0.035647
19106660,0.035647
19107660,0.035647
19108660,0.035036
19109660,0.035036
19110660,0.035036
19111660,0.035036
19112660,0.035036
19113660,0.035036
19114660,0.035036
19115660,0.035036
19116660,0.035036
19117660,0.035036
19118660,0.035036
19119660,0.035036
19120660,0.035036
19121660,0.035036
19122660,0.035036
19123660,0.035036
19124660,0.035036
19125660,0.035036
19126660,0.035036
19127660,0.035036
19128660,0.035036
19129660,0.035036
19130660,0.035036
19131660,0.035036
19132660,0.035036
19133660,0.035036
19134660,0.035036
19135660,0.037165
19136660,0.037165
19137660,0.037165
19138660,0.037165
19139660,0.037165
19140660,0.037165
19141660,0.037165
19142660,0.037165
19143660,0.037165
19144660,0.037165
19145660,0.037165
19146660,0.037165
19147660,0.037165
19148660,0.037165
19149660,0.037165
19150660,0.037165
19151660,0.037165
19152660,0.037165
19153660,0.037165
19154660,0.037165
19155660,0.037165
19156660,0.037165
19157660,0.037165
19158660,0.037165
19159660,0.037165
19160660,0.037165
19161660,0.037165
19162660,0
19163660,0
19164660,0
19165660,0
19166660,0
19167660,0
19168660,0.030443
19169660,0.030443
19170660,0.030443
19171660,0.030443
19172660,0.030443
19173660,0.030443
19174660,0.030443
19175660,0.030443
19176660,0.030443
19177660,0.030443
19178660,0.030443
19179660,0.030443
19180660,0.030443
19181660,0.030443
19182660,0.030443
19183660,0.030443
19184660,0.030443
19185660,0.030443
19186660,0.030443
19187660,0.030443
19188660,0.030443
19189660,0.030443
19190660,0.030443
19191660,0.030443
19192660,0.030443
19193660,0.030443
19194660,0.030443
19195660,0.030443
19196660,0.030443
19197660,0.034926
19198660,0.034926
19199660,0.034926
19200660,0.034926
19201660,0.034926
19202660,0.034926
19203660,0.034926
19204660,0.034926
19205660,0.034926
19206660,0.034926
19207660,0.034926
19208660,0.034926
19209660,0.034926
19210660,0.034926
19211660,0.034926
19212660,0.034926
19213660,0.034926
19214660,0.034926
19215660,0.034926
19216660,0.034926
19217660,0.034926
19218660,0.034926
19219660,0.044118
19220660,0.044118
19221660,0.044118
19222660,0.044118
19223660,0.044118
19224660,0.044118
19225660,0.044118
19226660,0.044118
19227660,0.044118
19228660,0.044118
19229660,0.044118
19230660,0.044118
19231660,0.044118
19232660,0.044118
19233660,0.044118
19234660,0.044118
19235660,0.044118
19236660,0.044118
19237660,0.044118
19238660,0.044118
19239660,0.044118
19240660,0.044118
19241660,0.044118
19242660,0
19243660,0
19244660,0
19245660,0
19246660,0
19247660,0
19248660,0
19249660,0
19250660,0.03319
19251660,0.03319
19252660,0.03319
19253660,0.03319
19254660,0.03319
19255660,0.03319
19256660,0.03319
19257660,0.03319
19258660,0.03319
19259660,0.03319
19260660,0.03319
19261660,0.03319
19262660,0.03319
19263660,0.03319
19264660,0.03319
19265660,0.03319
19266660,0.03319
19267660,0.03319
19268660,0.03319
19269660,0.03319
19270660,0.03319
19271660,0.03319
19272660,0.03319
19273660,0.03319
19274660,0.03319
19275660,0.03319
19276660,0.03319
19277660,0.03319
19278660,0.03319
19279660,0.03319
19280660,0
19281660,0.031328
19282660,0.031328
19283660,0.031328
19284660,0.031328
19285660,0.031328
19286660,0.031328
19287660,0.031328
19288660,0.031328
19289660,0.031328
19290660,0.031328
19291660,0.031328
19292660,0.031328
19293660,0.031328
19294660,0.031328
19295660,0.031328
19296660,0.031328
19297660,0.031328
19298660,0.031328
19299660,0.031328
19300660,0.031328
19301660,0.031328
19302660,0.031328
19303660,0.031328
19304660,0.031328
19305660,0.031328
19306660,0.031328
19307660,0.031328
19308660,0.031328
19309660,0.031328
19310660,0.031328
19311660,0.031328
19312660,0.031328
19313660,0
19314660,0
19315660,0
19316660,0
19317660,0
19318660,0
19319660,0.026846
19320660,0.026846
19321660,0.026846
19322660,0.026846
19323660,0.026846
19324660,0.026846
19325660,0.026846
19326660,0.026846
19327660,0.026846
19328660,0.026846
19329660,0.026846
19330660,0.026846
19331660,0.026846
19332660,0.026846
19333660,0.026846
19334660,0.026846
19335660,0.026846
19336660,0.026846
19337660,0.026846
19338660,0.026846
19339660,0.026846
19340660,0.026846
19341660,0.026846
19342660,0.026846
19343660,0.026846
19344660,0.026846
19345660,0.026846
19346660,0.026846
19347660,0.026846
19348660,0.026846
19349660,0.026846
19350660,0.026846
19351660,0.026846
19352660,0.026846
19353660,0.026846
19354660,0.026846
19355660,0.026846
19356660,0.027177
19357660,0.027177
19358660,0.027177
19359660,0.027177
19360660,0.027177
19361660,0.027177
19362660,0.027177
19363660,0.027177
19364660,0.027177
19365660,0.027177
19366660,0.027177
19367660,0.027177
19368660,0.027177
19369660,0.027177
19370660,0.027177
19371660,0.027177
19372660,0.027177
19373660,0.027177
19374660,0.027177
19375660,0.027177
19376660,0.027177
19377660,0.027177
19378660,0.027177
19379660,0.027177
19380660,0.027177
19381660,0.027177
19382660,0.027177
19383660,0.027177
19384660,0.027177
19385660,0.027177
19386660,0.027177
19387660,0.027177
19388660,0.027177
19389660,0.027177
19390660,0.027177
19391660,0.027177
19392660,0
19393660,0
19394660,0
19395660,0
19396660,0.024876
19397660,0.024876
19398660,0.024876
19399660,0.024876
19400660,0.024876
19401660,0.024876
19402660,0.024876
19403660,0.024876
19404660,0.024876
19405660,0.024876
19406660,0.024876
19407660,0.024876
19408660,0.024876
19409660,0.024876
19410660,0.024876
19411660,0.024876
19412660,0.024876
19413660,0.024876
19414660,0.024876
19415660,0.024876
19416660,0.024876
19417660,0.024876
19418660,0.044281
19419660,0.044281
19420660,0.044281
19421660,0.044281
19422660,0.044281
19423660,0.044281
19424660,0.044281
19425660,0.044281
19426660,0.044281
19427660,0.044281
19428660,0.044281
19429660,0.044281
19430660,0.044281
19431660,0.044281
19432660,0.044281
19433660,0.044281
19434660,0.044281
19435660,0.044281
19436660,0.044281
19437660,0.044281
19438660,0.044281
19439660,0.044281
19440660,0.044281
19441660,0
19442660,0
19443660,0
19444660,0
19445660,0
19446660,0
19447660,0
19448660,0
19449660,0
19450660,0
19451660,0
19452660,0
19453660,0
19454660,0.028174
19455660,0.028174
19456660,0.028174
19457660,0.028174
19458660,0.028174
19459660,0.028174
19460660,0.028174
19461660,0.028174
19462660,0.028174
19463660,0.028174
19464660,0.028174
19465660,0.028174
19466660,0.028174
19467660,0.028174
19468660,0.028174
19469660,0.028174
19470660,0.028174
19471660,0.028174
19472660,0.028174
19473660,0.028174
19474660,0.028174
19475660,0.028174
19476660,0.028174
19477660,0.028174
19478660,0.028174
19479660,0.028174
19480660,0.028174
19481660,0.028174
19482660,0.028174
19483660,0.028174
19484660,0.033234
19485660,0.033234
19486660,0.033234
19487660,0.033234
19488660,0.033234
19489660,0.033234
19490660,0.033234
19491660,0.033234
19492660,0.033234
19493660,0.033234
19494660,0.033234
19495660,0.033234
19496660,0.033234
19497660,0.033234
19498660,0.033234
19499660,0.033234
19500660,0.033234
19501660,0.033234
19502660,0.033234
19503660,0.033234
19504660,0.033234
19505660,0.033234
19506660,0.033234
19507660,0.033234
19508660,0.033234
19509660,0.033234
19510660,0.033234
19511660,0.033234
19512660,0.035
19513660,0.035
19514660,0.035
19515660,0.035
19516660,0.035
19517660,0.035
19518660,0.035
19519660,0.035
19520660,0.035
19521660,0.035
19522660,0.035
19523660,0.035
19524660,0.035
19525660,0.035
19526660,0.035
19527660,0.035
19528660,0.035
19529660,0.035
19530660,0.035
19531660,0.035
19532660,0.035
19533660,0.035
19534660,0.035
19535660,0.04418
19536660,0.04418
19537660,0.04418
19538660,0.04418
19539660,0.04418
19540660,0.04418
19541660,0.04418
19542660,0.04418
19543660,0.04418
19544660,0.04418
19545660,0.04418
19546660,0.04418
19547660,0.04418
19548660,0.04418
19549660,0.04418
19550660,0.04418
19551660,0.04418
19552660,0.04418
19553660,0.04418
19554660,0.04418
19555660,0.04418
19556660,0.04418
19557660,0.04418
19558660,0
19559660,0
19560660,0
19561660,0
19562660,0
19563660,0.03646
19564660,0.03646
19565660,0.03646
19566660,0.03646
19567660,0.03646
19568660,0.03646
19569660,0.03646
19570660,0.03646
19571660,0.03646
19572660,0.03646
19573660,0.03646
19574660,0.03646
19575660,0.03646
19576660,0.03646
19577660,0.03646
19578660,0.03646
19579660,0.03646
19580660,0.03646
19581660,0.03646
19582660,0.03646
19583660,0.03646
19584660,0.03646
19585660,0.03646
19586660,0.03646
19587660,0.03646
19588660,0.03646
19589660,0.03646
19590660,0
19591660,0
19592660,0
19593660,0
19594660,0
19595660,0
19596660,0
19597660,0
19598660,0
19599660,0.027592
19600660,0.027592
19601660,0.027592
19602660,0.027592
19603660,0.027592
19604660,0.027592
19605660,0.027592
19606660,0.027592
19607660,0.027592
19608660,0.027592
19609660,0.027592
19610660,0.027592
19611660,0.027592
19612660,0.027592
19613660,0.027592
19614660,0.027592
19615660,0.027592
19616660,0.027592
19617660,0.027592
19618660,0.027592
19619660,0.027592
19620660,0.027592
19621660,0.027592
19622660,0.027592
19623660,0.027592
19624660,0.027592
19625660,0.027592
19626660,0.027592
19627660,0.034882
19628660,0.034882
19629660,0.034882
19630660,0.034882
19631660,0.034882
19632660,0.034882
19633660,0.034882
19634660,0.034882
19635660,0.034882
19636660,0.034882
19637660,0.034882
19638660,0.034882
19639660,0.034882
19640660,0.034882
19641660,0.034882
19642660,0.034882
19643660,0.034882
19644660,0.034882
19645660,0.034882
19646660,0.034882
19647660,0.034882
19648660,0.034882
19649660,0.034882
19650660,0.034882
19651660,0.034882
19652660,0.034882
19653660,0.034882
19654660,0.034882
19655660,0.034882
19656660,0
19657660,0
19658660,0
19659660,0.031975
19660660,0.031975
19661660,0.031975
19662660,0.031975
19663660,0.031975
19664660,0.031975
19665660,0.031975
19666660,0.031975
19667660,0.031975
19668660,0.031975
19669660,0.031975
19670660,0.031975
19671660,0.031975
19672660,0.031975
19673660,0.031975
19674660,0.031975
19675660,0.031975
19676660,0.031975
19677660,0.031975
19678660,0.031975
19679660,0.031975
19680660,0.031975
19681660,0.031975
19682660,0.031975
19683660,0.031975
19684660,0.031975
19685660,0.031975
19686660,0.031975
19687660,0.031975
19688660,0.031975
19689660,0.031975
19690660,0
19691660,0
19692660,0
19693660,0
19694660,0
19695660,0
19696660,0.026769
19697660,0.026769
19698660,0.026769
19699660,0.026769
19700660,0.026769
19701660,0.026769
19702660,0.026769
19703660,0.026769
19704660,0.026769
19705660,0.026769
19706660,0.026769
19707660,0.026769
19708660,0.026769
19709660,0.026769
19710660,0.026769
19711660,0.026769
19712660,0.026769
19713660,0.026769
19714660,0.026769
19715660,0.026769
19716660,0.026769
19717660,0.026769
19718660,0.026769
19719660,0.026769
19720660,0.026769
19721660,0.026769
19722660,0.026769
19723660,0.026769
19724660,0.026769
19725660,0.026769
19726660,0.026769
19727660,0.032815
19728660,0.032815
19729660,0.032815
19730660,0.032815
19731660,0.032815
19732660,0.032815
19733660,0.032815
19734660,0.032815
19735660,0.032815
19736660,0.032815
19737660,0.032815
19738660,0.032815
19739660,0.032815
19740660,0.032815
19741660,0.032815
19742660,0.032815
19743660,0.032815
19744660,0.032815
19745660,0.032815
19746660,0.032815
19747660,0.032815
19748660,0.032815
19749660,0.032815
19750660,0.032815
19751660,0.032815
19752660,0.032815
19753660,0.032815
19754660,0.032815
19755660,0.032815
19756660,0.032815
19757660,0
19758660,0
19759660,0
19760660,0
19761660,0
19762660,0
19763660,0
19764660,0.026742
19765660,0.026742
19766660,0.026742
19767660,0.026742
19768660,0.026742
19769660,0.026742
19770660,0.026742
19771660,0.026742
19772660,0.026742
19773660,0.026742
19774660,0.026742
19775660,0.026742
19776660,0.026742
19777660,0.026742
19778660,0.026742
19779660,0.026742
19780660,0.026742
19781660,0.026742
19782660,0.026742
19783660,0.026742
19784660,0.026742
19785660,0.026742
19786660,0.026742
19787660,0.026742
19788660,0.026742
19789660,0.026742
19790660,0.026742
19791660,0.026742
19792660,0.026742
19793660,0.026742
19794660,0.026742
19795660,0.032426
19796660,0.032426
19797660,0.032426
19798660,0.032426
19799660,0.032426
19800660,0.032426
19801660,0.032426
19802660,0.032426
19803660,0.032426
19804660,0.032426
19805660,0.032426
19806660,0.032426
19807660,0.032426
19808660,0.032426
19809660,0.032426
19810660,0.032426
19811660,0.032426
19812660,0.032426
19813660,0.032426
19814660,0.032426
19815660,0.032426
19816660,0.032426
19817660,0.032426
19818660,0.032426
19819660,0.032426
19820660,0.032426
19821660,0.032426
19822660,0.032426
19823660,0.036038
19824660,0.036038
19825660,0.036038
19826660,0.036038
19827660,0.036038
19828660,0.036038
19829660,0.036038
19830660,0.036038
19831660,0.036038
19832660,0.036038
19833660,0.036038
19834660,0.036038
19835660,0.036038
19836660,0.036038
19837660,0.036038
19838660,0.036038
19839660,0.036038
19840660,0.036038
19841660,0.036038
19842660,0.036038
19843660,0.036038
19844660,0.036038
19845660,0.036038
19846660,0.036038
19847660,0.036038
19848660,0.036038
19849660,0.037954
19850660,0.037954
19851660,0.037954
19852660,0.037954
19853660,0.037954
19854660,0.037954
19855660,0.037954
19856660,0.037954
19857660,0.037954
19858660,0.037954
19859660,0.037954
19860660,0.037954
19861660,0.037954
19862660,0.037954
19863660,0.037954
19864660,0.037954
19865660,0.037954
19866660,0.037954
19867660,0.037954
19868660,0.037954
19869660,0.037954
19870660,0.037954
19871660,0.037954
19872660,0.037954
19873660,0.037954
19874660,0.037954
19875660,0
19876660,0
19877660,0
19878660,0
19879660,0
19880660,0
19881660,0
19882660,0
19883660,0
19884660,0
19885660,0
19886660,0.026734
19887660,0.026734
19888660,0.026734
19889660,0.026734
19890660,0.026734
19891660,0.026734
19892660,0.026734
19893660,0.026734
19894660,0.026734
19895660,0.026734
19896660,0.026734
19897660,0.026734
19898660,0.026734
19899660,0.026734
19900660,0.026734
19901660,0.026734
19902660,0.026734
19903660,0.026734
19904660,0.026734
19905660,0.026734
19906660,0.026734
19907660,0.026734
19908660,0.026734
19909660,0.026734
19910660,0.026734
19911660,0.026734
19912660,0.039441
19913660,0.039441
19914660,0.039441
19915660,0.039441
19916660,0.039441
19917660,0.039441
19918660,0.039441
19919660,0.039441
19920660,0.039441
19921660,0.039441
19922660,0.039441
19923660,0.039441
19924660,0.039441
19925660,0.039441
19926660,0.039441
19927660,0.039441
19928660,0.039441
19929660,0.039441
19930660,0.039441
19931660,0.039441
19932660,0.039441
19933660,0.039441
19934660,0.039441
19935660,0.039441
19936660,0.039441
19937660,0
19938660,0
19939660,0
19940660,0
19941660,0.034104
19942660,0.034104
19943660,0.034104
19944660,0.034104
19945660,0.034104
19946660,0.034104
19947660,0.034104
19948660,0.034104
19949660,0.034104
19950660,0.034104
19951660,0.034104
19952660,0.034104
19953660,0.034104
19954660,0.034104
19955660,0.034104
19956660,0.034104
19957660,0.034104
19958660,0.034104
19959660,0.034104
19960660,0.034104
19961660,0.034104
19962660,0.034104
19963660,0.034104
19964660,0.034104
19965660,0.034104
19966660,0.034104
19967660,0.034104
19968660,0.034104
19969660,0.034104
19970660,0
19971660,0.033664
19972660,0.033664
19973660,0.033664
19974660,0.033664
19975660,0.033664
19976660,0.033664
19977660,0.033664
19978660,0.033664
19979660,0.033664
19980660,0.033664
19981660,0.033664
19982660,0.033664
19983660,0.033664
19984660,0.033664
19985660,0.033664
19986660,0.033664
19987660,0.033664
19988660,0.033664
19989660,0.033664
19990660,0.033664
19991660,0.033664
19992660,0.033664
19993660,0.033664
19994660,0.033664
19995660,0.033664
19996660,0.033664
19997660,0.033664
19998660,0.033664
19999660,0.033664
20000660,0
20001660,0.032944
20002660,0.032944
20003660,0.032944
20004660,0.032944
20005660,0.032944
20006660,0.032944
20007660,0.032944
20008660,0.032944
20009660,0.032944
20010660,0.032944
20011660,0.032944
20012660,0.032944
20013660,0.032944
20014660,0.032944
20015660,0.032944
20016660,0.032944
20017660,0.032944
20018660,0.032944
20019660,0.032944
20020660,0.032944
20021660,0.032944
20022660,0.032944
20023660,0.032944
20024660,0.032944
20025660,0.032944
20026660,0.032944
20027660,0.032944
20028660,0.032944
20029660,0.032944
20030660,0.032944
20031660,0
20032660,0.032308
20033660,0.032308
20034660,0.032308
20035660,0.032308
20036660,0.032308
20037660,0.032308
20038660,0.032308
20039660,0.032308
20040660,0.032308
20041660,0.032308
20042660,0.032308
20043660,0.032308
20044660,0.032308
20045660,0.032308
20046660,0.032308
20047660,0.032308
20048660,0.032308
20049660,0.032308
20050660,0.032308
20051660,0.032308
20052660,0.032308
20053660,0.032308
20054660,0.032308
20055660,0.032308
20056660,0.032308
20057660,0.032308
20058660,0.038612
20059660,0.038612
20060660,0.038612
20061660,0.038612
20062660,0.038612
20063660,0.038612
20064660,0.038612
20065660,0.038612
20066660,0.038612
20067660,0.038612
20068660,0.038612
20069660,0.038612
20070660,0.038612
20071660,0.038612
20072660,0.038612
20073660,0.038612
20074660,0.038612
20075660,0.038612
20076660,0.038612
20077660,0.038612
20078660,0.038612
20079660,0.038612
20080660,0.038612
20081660,0.038612
20082660,0.038612
20083660,0.038612
20084660,0
20085660,0
20086660,0
20087660,0
20088660,0
20089660,0
20090660,0
20091660,0
20092660,0
20093660,0
20094660,0
20095660,0.027083
20096660,0.027083
20097660,0.027083
20098660,0.027083
20099660,0.027083
20100660,0.027083
20101660,0.027083
20102660,0.027083
20103660,0.027083
20104660,0.027083
20105660,0.027083
20106660,0.027083
20107660,0.027083
20108660,0.027083
20109660,0.027083
20110660,0.027083
20111660,0.027083
20112660,0.027083
20113660,0.027083
20114660,0.027083
20115660,0.027083
20116660,0.027083
20117660,0.027083
20118660,0.027083
20119660,0.027083
20120660,0.027083
20121660,0.027083
20122660,0.027083
20123660,0.027083
20124660,0.027083
20125660,0.027083
20126660,0.027083
20127660,0.027083
20128660,0.027083
20129660,0.027083
20130660,0.028154
20131660,0.028154
20132660,0.028154
20133660,0.028154
20134660,0.028154
20135660,0.028154
20136660,0.028154
20137660,0.028154
20138660,0.028154
20139660,0.028154
20140660,0.028154
20141660,0.028154
20142660,0.028154
20143660,0.028154
20144660,0.028154
20145660,0.028154
20146660,0.028154
20147660,0.028154
20148660,0.028154
20149660,0.028154
20150660,0.028154
20151660,0.028154
20152660,0.028154
20153660,0.028154
20154660,0.028154
20155660,0.028154
20156660,0.028154
20157660,0.028154
20158660,0.028154
20159660,0.035302
20160660,0.035302
20161660,0.035302
20162660,0.035302
20163660,0.035302
20164660,0.035302
20165660,0.035302
20166660,0.035302
20167660,0.035302
20168660,0.035302
20169660,0.035302
20170660,0.035302
20171660,0.035302
20172660,0.035302
20173660,0.035302
20174660,0.035302
20175660,0.035302
20176660,0.035302
20177660,0.035302
20178660,0.035302
20179660,0.035302
20180660,0.035302
20181660,0.035302
20182660,0.035302
20183660,0.035302
20184660,0.035302
20185660,0.035302
20186660,0.036047
20187660,0.036047
20188660,0.036047
20189660,0.036047
20190660,0.036047
20191660,0.036047
20192660,0.036047
20193660,0.036047
20194660,0.036047
20195660,0.036047
20196660,0.036047
20197660,0.036047
20198660,0.036047
20199660,0.036047
20200660,0.036047
20201660,0.036047
20202660,0.036047
20203660,0.036047
20204660,0.036047
20205660,0.036047
20206660,0.036047
20207660,0.036047
20208660,0.036047
20209660,0.036047
20210660,0.036047
20211660,0.036047
20212660,0.036047
20213660,0.036047
20214660,0
20215660,0.034446
20216660,0.034446
20217660,0.034446
20218660,0.034446
20219660,0.034446
20220660,0.034446
20221660,0.034446
20222660,0.034446
20223660,0.034446
20224660,0.034446
20225660,0.034446
20226660,0.034446
20227660,0.034446
20228660,0.034446
20229660,0.034446
20230660,0.034446
20231660,0.034446
20232660,0.034446
20233660,0.034446
20234660,0.034446
20235660,0.034446
20236660,0.034446
20237660,0.034446
20238660,0.034446
20239660,0.034446
20240660,0.034446
20241660,0.034446
20242660,0.034446
20243660,0.034446
20244660,0
20245660,0
20246660,0
20247660,0
20248660,0
20249660,0
20250660,0
20251660,0
20252660,0
20253660,0
20254660,0
20255660,0
20256660,0
20257660,0
20258660,0
20259660,0.023187
20260660,0.023187
20261660,0.023187
20262660,0.023187
20263660,0.023187
20264660,0.023187
20265660,0.023187
20266660,0.023187
20267660,0.023187
20268660,0.023187
20269660,0.023187
20270660,0.023187
20271660,0.023187
20272660,0.023187
20273660,0.023187
20274660,0.023187
20275660,0.023187
20276660,0.023187
20277660,0.023187
20278660,0.023187
20279660,0.023187
20280660,0.023187
20281660,0.023187
20282660,0.023187
20283660,0.023187
20284660,0.023187
20285660,0.023187
20286660,0.023187
20287660,0.034892
20288660,0.034892
20289660,0.034892
20290660,0.034892
20291660,0.034892
20292660,0.034892
20293660,0.034892
20294660,0.034892
20295660,0.034892
20296660,0.034892
20297660,0.034892
20298660,0.034892
20299660,0.034892
20300660,0.034892
20301660,0.034892
20302660,0.034892
20303660,0.034892
20304660,0.034892
20305660,0.034892
20306660,0.034892
20307660,0.034892
20308660,0.034892
20309660,0.034892
20310660,0.034892
20311660,0.034892
20312660,0.034892
20313660,0.034892
20314660,0.034892
20315660,0.034892
20316660,0
20317660,0
20318660,0
20319660,0
20320660,0
20321660,0
20322660,0
20323660,0.027711
20324660,0.027711
20325660,0.027711
20326660,0.027711
20327660,0.027711
20328660,0.027711
20329660,0.027711
20330660,0.027711
20331660,0.027711
20332660,0.027711
20333660,0.027711
20334660,0.027711
20335660,0.027711
20336660,0.027711
20337660,0.027711
20338660,0.027711
20339660,0.027711
20340660,0.027711
20341660,0.027711
20342660,0.027711
20343660,0.027711
20344660,0.027711
20345660,0.027711
20346660,0.027711
20347660,0.027711
20348660,0.027711
20349660,0.027711
20350660,0.027711
20351660,0.027711
20352660,0.027711
20353660,0.027711
20354660,0.027711
20355660,0.027711
20356660,0.030917
20357660,0.030917
20358660,0.030917
20359660,0.030917
20360660,0.030917
20361660,0.030917
20362660,0.030917
20363660,0.030917
20364660,0.030917
20365660,0.030917
20366660,0.030917
20367660,0.030917
20368660,0.030917
20369660,0.030917
20370660,0.030917
20371660,0.030917
20372660,0.030917
20373660,0.030917
20374660,0.030917
20375660,0.030917
20376660,0.030917
20377660,0.030917
20378660,0.030917
20379660,0.030917
20380660,0.030917
20381660,0.030917
20382660,0.030917
20383660,0.030917
20384660,0.030917
20385660,0.030917
20386660,0.030917
20387660,0.030917
20388660,0
20389660,0
20390660,0
20391660,0
20392660,0
20393660,0
20394660,0.025912
20395660,0.025912
20396660,0.025912
20397660,0.025912
20398660,0.025912
20399660,0.025912
20400660,0.025912
20401660,0.025912
20402660,0.025912
20403660,0.025912
20404660,0.025912
20405660,0.025912
20406660,0.025912
20407660,0.025912
20408660,0.025912
20409660,0.025912
20410660,0.025912
20411660,0.025912
20412660,0.025912
20413660,0.025912
20414660,0.025912
20415660,0.025912
20416660,0.025912
20417660,0.025912
20418660,0.025912
20419660,0.025912
20420660,0.025912
20421660,0.025912
20422660,0.025912
20423660,0.025912
20424660,0.025912
20425660,0.031968
20426660,0.031968
20427660,0.031968
